file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,pitch,zcr,rmse,speaking_rate,label
1001_IEO_HAP_MD.wav,0.79023,0.75516003,0.4948477,0.43297067,0.5769803,0.7118848,0.3066311411025421,0.11660057,0.1071333220067473,3
1001_IEO_NEU_XX.wav,0.75424457,0.8531004,0.41568056,0.64731777,0.42954347,0.7107642,0.3037074810923587,0.05451928,0.0892818135482148,4
1001_IEO_SAD_HI.wav,0.74070007,0.86060953,0.5112618,0.5444672,0.58709663,0.707785,0.2710734125225305,0.054535937,0.1964272711827382,5
1001_IEO_SAD_LO.wav,0.7339716,0.9003147,0.4848649,0.6137952,0.44262156,0.7051664,0.2569087403598971,0.042803682,0.1696318050532754,5
1001_IEO_SAD_MD.wav,0.7448882,0.9354771,0.3983901,0.6250451,0.4459768,0.7079716,0.2744258783204798,0.04552355,0.1249969660930559,5
1001_IOM_ANG_XX.wav,0.79472375,0.7462533,0.47902822,0.5212482,0.81433386,0.7117744,0.2597920392310271,0.11824852,0.2321302880998033,0
1001_IOM_DIS_XX.wav,0.7353163,0.8723591,0.41959095,0.67987347,0.62326485,0.711202,0.2396024605214836,0.04699116,0.2678575762724205,1
1001_IOM_FEA_XX.wav,0.82997894,0.77872694,0.37717655,0.61874145,0.74059135,0.7140294,0.2763012832570485,0.18371858,0.4196378728671633,2
1001_IOM_HAP_XX.wav,0.80041575,0.7567785,0.5234643,0.5415781,0.6740932,0.7133278,0.2236337647371686,0.16289346,0.1964272711827382,3
1001_IOM_NEU_XX.wav,0.7671937,0.7877978,0.5482928,0.5519843,0.7022397,0.71183336,0.2222599284049684,0.09254015,0.3214242372757942,4
1001_IOM_SAD_XX.wav,0.76108575,0.87049407,0.4376162,0.61155045,0.62715197,0.7104416,0.2459182580487207,0.0693796,0.1785636270964296,5
1001_ITH_ANG_XX.wav,0.8162035,0.8070922,0.34247413,0.46320042,0.6465333,0.71316993,0.3075442384006788,0.12772259,0.2946287711463313,0
1001_ITH_DIS_XX.wav,0.7822175,0.8620748,0.1711117,0.66697866,0.45872426,0.71037066,0.3531439725427993,0.053339608,0.2410621101429577,1
1001_ITH_FEA_XX.wav,0.8512516,0.7634836,0.38220754,0.3466247,0.6630561,0.71148413,0.2788055453543885,0.22354758,0.223210601684425,2
1001_ITH_HAP_XX.wav,0.8233504,0.802678,0.3803672,0.39987662,0.6528189,0.7131667,0.2755702976719602,0.16585182,0.3214242372757942,3
1001_ITH_NEU_XX.wav,0.7807549,0.85614234,0.37804,0.53252614,0.6119943,0.71096385,0.26413597379257,0.07683352,0.3571393898206353,4
1001_ITH_SAD_XX.wav,0.7405864,0.9036003,0.29172373,0.70625734,0.5212586,0.7116765,0.2826624778496019,0.042742103,0.2946287711463313,5
1001_ITS_ANG_XX.wav,0.8312,0.7175194,0.47787628,0.60419816,0.56163234,0.7123517,0.4496138169017346,0.16463712,0.348207567777481,0
1001_ITS_DIS_XX.wav,0.79203033,0.7780264,0.3833238,0.6880281,0.47221172,0.71028244,0.4455503314842375,0.08359061,0.2499939321861119,1
1001_ITS_FEA_XX.wav,0.8462908,0.6937715,0.4672934,0.45742366,0.58536196,0.7092042,0.4114263160836034,0.22462505,0.2321302880998033,2
1001_ITS_HAP_XX.wav,0.8465874,0.70990753,0.42751968,0.48139173,0.6161753,0.7121178,0.4054694899201732,0.19100308,0.2499939321861119,3
1001_ITS_NEU_XX.wav,0.7805274,0.7747737,0.4211599,0.687747,0.58037543,0.70915866,0.3745516587097564,0.08345577,0.3124924152326399,4
1001_ITS_SAD_XX.wav,0.73861516,0.8369346,0.40107328,0.7080587,0.54359686,0.70982903,0.3576017100704146,0.045775767,0.3749908982791679,5
1001_IWL_ANG_XX.wav,0.8567172,0.80144376,0.35569173,0.3978161,0.3948938,0.70962447,0.2894587469273638,0.24548401,0.5089196864153782,0
1001_IWL_DIS_XX.wav,0.7715851,0.8533575,0.49143255,0.47406244,0.5406774,0.7122677,0.2216268324880149,0.07454709,0.348207567777481,1
1001_IWL_FEA_XX.wav,0.8202653,0.7489645,0.49609903,0.3371995,0.5770781,0.714481,0.2670074500212144,0.19785084,0.2946287711463313,2
1001_IWL_HAP_XX.wav,0.83458996,0.77850306,0.41883275,0.33440462,0.5807493,0.71113974,0.253718325376423,0.1814657,0.223210601684425,3
1001_IWL_NEU_XX.wav,0.79417944,0.838689,0.4362915,0.44590482,0.5332641,0.70856607,0.2347312788680585,0.12565494,0.4196378728671633,4
1001_IWL_SAD_XX.wav,0.73536325,0.91878664,0.46560705,0.5634076,0.50348413,0.71107936,0.2127236294856521,0.055426516,0.4196378728671633,5
1001_IWW_ANG_XX.wav,0.7954191,0.73074454,0.5426923,0.42421138,0.6409198,0.7119052,0.3611744047155358,0.111802906,0.2696293779277202,0
1001_IWW_DIS_XX.wav,0.76546425,0.8374625,0.45818096,0.54058915,0.4974609,0.7106455,0.3227256498143387,0.06823092,0.2142787796412708,1
1001_IWW_FEA_XX.wav,0.7996762,0.74760497,0.48257473,0.51342624,0.6026454,0.7082549,0.3688624678663239,0.12563847,0.2499939321861119,2
1001_IWW_HAP_XX.wav,0.8018285,0.7819977,0.45595458,0.45989957,0.580742,0.70729923,0.3397191138666263,0.1113386,0.1874954491395838,3
1001_IWW_NEU_XX.wav,0.77285606,0.83677727,0.5096363,0.4869922,0.48353928,0.71177226,0.2873652352972037,0.0751271,0.2678575762724205,4
1001_IWW_SAD_XX.wav,0.73886025,0.8506746,0.4844,0.62645537,0.46282998,0.71182287,0.3307486416218742,0.047349993,0.2053590932258925,5
1001_MTI_ANG_XX.wav,0.8246238,0.766627,0.55308986,0.5529877,0.5713128,0.7105536,0.2782133676092544,0.19121093,0.4642848474551587,0
1001_MTI_DIS_XX.wav,0.78064835,0.83110625,0.60012424,0.55169606,0.5858444,0.7096221,0.2298709086492723,0.10876405,0.4464212033688502,1
1001_MTI_FEA_XX.wav,0.83692956,0.7266697,0.58955675,0.42773807,0.65842724,0.70751756,0.2466478024309281,0.23915789,0.2946287711463313,2
1001_MTI_HAP_XX.wav,0.83285296,0.7704337,0.5294715,0.4786318,0.54597956,0.70741427,0.2714687273816357,0.2285435,0.2946287711463313,3
1001_MTI_NEU_XX.wav,0.7922211,0.8085361,0.5388161,0.5604016,0.5784887,0.7108384,0.2462146529562981,0.12557378,0.2767772626877988,4
1001_MTI_SAD_XX.wav,0.7580139,0.87053925,0.52414477,0.5750946,0.56248516,0.71311784,0.2413897814910025,0.071684174,0.2767772626877988,5
1001_TAI_ANG_XX.wav,0.8344884,0.73181295,0.52672184,0.56915206,0.5216437,0.7108915,0.3771014151543688,0.20020097,0.2857090847309531,0
1001_TAI_DIS_XX.wav,0.79322463,0.7712476,0.57245576,0.5652723,0.54634774,0.7108306,0.3808494183259988,0.09468664,0.3928545423654764,1
1001_TAI_FEA_XX.wav,0.8206086,0.7129425,0.5885049,0.47687316,0.5810109,0.7136632,0.3390504498714652,0.21681222,0.3035605931894856,2
1001_TAI_HAP_XX.wav,0.79546106,0.75360256,0.5538727,0.56729054,0.5298122,0.7093009,0.3165137341711891,0.1395762,0.3303560593189485,3
1001_TAI_NEU_XX.wav,0.77285093,0.7413598,0.6443641,0.5439965,0.65401983,0.71002066,0.318873179091688,0.079183936,0.348207567777481,4
1001_TAI_SAD_XX.wav,0.7283673,0.87903917,0.47982013,0.7176124,0.48977715,0.71104234,0.2709599205421827,0.047657084,0.4107181864517851,5
1001_TIE_ANG_XX.wav,0.8001954,0.80134976,0.30206564,0.64093286,0.59771836,0.71118647,0.3860801231631047,0.09645283,0.4910681779568456,0
1001_TIE_DIS_XX.wav,0.811507,0.83808,0.2911779,0.48899916,0.6916614,0.7098718,0.3628382492220267,0.121128224,0.2499939321861119,1
1001_TIE_FEA_XX.wav,0.80966467,0.7788391,0.34507352,0.50342447,0.69437957,0.71082914,0.3364942490658044,0.119300604,0.2589257542292661,2
1001_TIE_HAP_XX.wav,0.8329729,0.7253128,0.44031286,0.33396345,0.8445047,0.71029836,0.3388688946015424,0.17914851,0.2767772626877988,3
1001_TIE_NEU_XX.wav,0.7639794,0.80307513,0.46717346,0.5129318,0.75923496,0.7103278,0.2685104580509465,0.070961855,0.3392878813621028,4
1001_TIE_SAD_XX.wav,0.73427474,0.8260949,0.39960968,0.65617454,0.657498,0.7111769,0.2956371789085343,0.04025392,0.473216669498313,5
1001_TSI_ANG_XX.wav,0.84944427,0.60129505,0.43458045,0.625197,0.49067792,0.720678,0.6602577834904312,0.19151275,0.3303560593189485,0
1001_TSI_DIS_XX.wav,0.80306125,0.62102723,0.51478046,0.6041888,0.49223286,0.70533115,0.6668917163485204,0.09027476,0.2410621101429577,1
1001_TSI_FEA_XX.wav,0.8417891,0.5558647,0.5545228,0.40312323,0.61311954,0.72242105,0.5505478399899679,0.23429476,0.1696318050532754,2
1001_TSI_HAP_XX.wav,0.82321656,0.6232811,0.51469004,0.4464955,0.70937586,0.7070732,0.4601115106929934,0.17133503,0.2410621101429577,3
1001_TSI_NEU_XX.wav,0.7735878,0.6858946,0.5541998,0.6024798,0.589856,0.7114268,0.452071857020443,0.07946543,0.3124924152326399,4
1001_TSI_SAD_XX.wav,0.74163175,0.75072443,0.5370697,0.6611048,0.54516613,0.7092796,0.4116264400647433,0.05238654,0.3303560593189485,5
1001_WSI_ANG_XX.wav,0.85012454,0.71187913,0.40743622,0.5396896,0.4176919,0.7106308,0.5119943030804758,0.1777227,0.3928545423654764,0
1001_WSI_DIS_XX.wav,0.77474904,0.7723279,0.46016496,0.57555205,0.49998927,0.71393895,0.4044428299988822,0.07194351,0.3749908982791679,1
1001_WSI_FEA_XX.wav,0.84476316,0.6540597,0.52515405,0.36378595,0.5824013,0.70864064,0.4170760263687036,0.23962216,0.2857090847309531,2
1001_WSI_HAP_XX.wav,0.8380382,0.6881718,0.484473,0.41014257,0.5756079,0.7107331,0.4325484926384669,0.21306184,0.2696293779277202,3
1001_WSI_NEU_XX.wav,0.7781695,0.78591967,0.47384706,0.58508694,0.49186587,0.70945144,0.3568825977081608,0.090507925,0.3928545423654764,4
1001_WSI_SAD_XX.wav,0.7601838,0.8025886,0.49473906,0.55269307,0.5678613,0.70892316,0.3530711522309043,0.056956764,0.2857090847309531,5
1002_DFA_ANG_XX.wav,0.84044755,0.53210634,0.28144518,0.4896606,0.45316297,0.7140979,0.5860183769888139,0.30167818,0.348207567777481,0
1002_DFA_DIS_XX.wav,0.7606596,0.7604133,0.3414376,0.64561415,0.45408565,0.71355075,0.4384347978499649,0.05288877,0.3392878813621028,1
1002_DFA_FEA_XX.wav,0.7533102,0.73316115,0.46186054,0.6018872,0.5806774,0.7103632,0.2853184501764628,0.068599924,0.3928545423654764,2
1002_DFA_HAP_XX.wav,0.7787094,0.6765033,0.447519,0.52656627,0.67911476,0.71155757,0.331617846028954,0.09354107,0.2499939321861119,3
1002_DFA_NEU_XX.wav,0.72284114,0.7926035,0.5237682,0.6164551,0.5836239,0.71117485,0.2416497072265067,0.039975896,0.3303560593189485,4
1002_DFA_SAD_XX.wav,0.7114236,0.829573,0.3846568,0.7592725,0.562323,0.712676,0.2752810916714503,0.030653326,0.2946287711463313,5
1002_IEO_ANG_HI.wav,0.7778671,0.7023541,0.51517403,0.4055683,0.56930596,0.71108323,0.3391464424208095,0.10779277,0.3928545423654764,0
1002_IEO_ANG_LO.wav,0.8026861,0.6155983,0.52615154,0.23206176,0.62804735,0.71038365,0.3903036632390745,0.1795384,0.3035605931894856,0
1002_IEO_ANG_MD.wav,0.80449957,0.6339387,0.5119318,0.30648053,0.62371016,0.71017706,0.358053502570694,0.16192685,0.4017863644086308,0
1002_IEO_DIS_HI.wav,0.6974971,0.8411033,0.57946575,0.5439432,0.5923486,0.7108622,0.2072300771208226,0.030545281,0.4642848474551587,1
1002_IEO_DIS_LO.wav,0.748448,0.723118,0.53926706,0.4449856,0.6540235,0.7122178,0.325633344390082,0.06464558,0.4285696949103175,1
1002_IEO_DIS_MD.wav,0.7866894,0.6895293,0.44403553,0.41652474,0.6132655,0.7116976,0.3493286052278362,0.130589,0.3571393898206353,1
1002_IEO_FEA_HI.wav,0.78393227,0.6245449,0.4937603,0.39329028,0.79496515,0.7128513,0.374329384151112,0.113567054,0.5178515084585325,2
1002_IEO_FEA_LO.wav,0.73681724,0.7415032,0.538552,0.43561348,0.694548,0.7120473,0.2733594763063903,0.051798776,0.3571393898206353,2
1002_IEO_FEA_MD.wav,0.7363707,0.7740608,0.49996394,0.468452,0.6196177,0.712937,0.2887115160974415,0.04561306,0.1785636270964296,2
1002_IEO_HAP_HI.wav,0.8141347,0.68943983,0.27187756,0.4798198,0.5699,0.7115001,0.4112976649528705,0.13358933,0.3303560593189485,3
1002_IEO_HAP_LO.wav,0.72840416,0.76692104,0.55543023,0.5158849,0.6316682,0.71067667,0.2552615628984053,0.04735136,0.4196378728671633,3
1002_IEO_HAP_MD.wav,0.7499314,0.79958224,0.4590561,0.49673915,0.5287964,0.7108477,0.2955707990136929,0.061400324,0.2678575762724205,3
1002_IEO_NEU_XX.wav,0.70806277,0.79891324,0.6097575,0.52229244,0.56371975,0.71343184,0.2389761226522151,0.03584335,0.348207567777481,4
1002_IEO_SAD_HI.wav,0.6752082,0.9265724,0.44397843,0.73003876,0.39272618,0.71255785,0.1870792666986188,0.023265086,0.3928545423654764,5
1002_IEO_SAD_LO.wav,0.67714804,0.8971676,0.47376683,0.6964503,0.41511464,0.7102616,0.2034979801689313,0.02320201,0.2678575762724205,5
1002_IEO_SAD_MD.wav,0.68164194,0.8982876,0.4849648,0.6798129,0.44100493,0.7114781,0.1978982080015973,0.024629273,0.2946409067741074,5
1002_IOM_ANG_XX.wav,0.8392588,0.6031285,0.35713035,0.47619084,0.46421707,0.71574277,0.4240887620958471,0.2841425,0.4196378728671633,0
1002_IOM_DIS_XX.wav,0.7326262,0.7572853,0.5207078,0.51199645,0.7375596,0.71207625,0.2203392780634104,0.056177076,0.4017863644086308,1
1002_IOM_FEA_XX.wav,0.73741317,0.7395695,0.682785,0.4360416,0.69420034,0.70963776,0.1593688149782742,0.08293961,0.3571393898206353,2
1002_IOM_HAP_XX.wav,0.78099513,0.7085375,0.43610945,0.46741977,0.7421057,0.70878047,0.2538894474280332,0.105996,0.2857090847309531,3
1002_IOM_NEU_XX.wav,0.7169321,0.8180845,0.54524267,0.5782869,0.65304726,0.7100341,0.1760702741225279,0.05272485,0.2857090847309531,4
1002_IOM_SAD_XX.wav,0.7191434,0.83730996,0.5447859,0.5395931,0.6479195,0.7112135,0.1832779143847099,0.05158413,0.3749908982791679,5
1002_ITH_ANG_XX.wav,0.7950529,0.70021456,0.39011508,0.44940674,0.5799217,0.7094292,0.4013243122887273,0.096499816,0.4464212033688502,0
1002_ITH_DIS_XX.wav,0.7709137,0.7562711,0.34748402,0.54616153,0.5125518,0.7087904,0.4161712724935732,0.05588554,0.6785757627242057,1
1002_ITH_FEA_XX.wav,0.7281953,0.79646534,0.4763695,0.5939372,0.5827418,0.71093136,0.2603253375100018,0.041417126,0.598213635591369,2
1002_ITH_HAP_XX.wav,0.7790455,0.724679,0.41659337,0.4613772,0.6460556,0.7124221,0.302215884747215,0.082551606,0.4017863644086308,3
1002_ITH_NEU_XX.wav,0.7335784,0.81035495,0.4195497,0.6401869,0.48111084,0.7136204,0.2675069027896791,0.04112399,0.3303560593189485,4
1002_ITH_SAD_XX.wav,0.72433424,0.80792934,0.44873106,0.6344674,0.56192136,0.71117735,0.2922217441505816,0.032128587,0.3928545423654764,5
1002_ITS_ANG_XX.wav,0.7436242,0.7575613,0.49265617,0.58269733,0.567694,0.71104974,0.3817302199371608,0.055302836,0.3839227203223221,0
1002_ITS_DIS_XX.wav,0.734648,0.7719454,0.45413107,0.6232756,0.53422916,0.7115764,0.4246491420569732,0.04225441,0.4196378728671633,1
1002_ITS_FEA_XX.wav,0.7423583,0.73234206,0.55622137,0.5582388,0.6224355,0.7096392,0.3643688585637748,0.05361035,0.3214242372757942,2
1002_ITS_HAP_XX.wav,0.7791716,0.7399297,0.46586093,0.55099255,0.42564473,0.7092074,0.4899268576325131,0.07687145,0.3124924152326399,3
1002_ITS_NEU_XX.wav,0.7330191,0.74685854,0.5730182,0.5817099,0.59772563,0.7059962,0.3474668482272391,0.04549545,0.2857090847309531,4
1002_ITS_SAD_XX.wav,0.6912165,0.80834025,0.61407304,0.63708913,0.5515499,0.70742524,0.2689828282144951,0.028257266,0.3660590762360137,5
1002_IWL_ANG_XX.wav,0.7911395,0.8019708,0.3784833,0.44550118,0.35868552,0.7112512,0.295392372090907,0.10836594,0.3571393898206353,0
1002_IWL_DIS_XX.wav,0.7768439,0.6684817,0.6332261,0.31334612,0.7286961,0.70943195,0.2290231842074971,0.107149765,0.4910681779568456,1
1002_IWL_FEA_XX.wav,0.7214081,0.8145548,0.5985642,0.4831982,0.6218406,0.71074027,0.183730031215571,0.055837024,0.5267833305016867,2
1002_IWL_HAP_XX.wav,0.7586603,0.7952699,0.5062025,0.42249212,0.52873766,0.7111467,0.2594016916825607,0.07017184,0.4285575592825415,3
1002_IWL_NEU_XX.wav,0.7204889,0.8395785,0.5223204,0.53361917,0.4792443,0.7106969,0.1944679339737518,0.049010456,0.3660590762360137,4
1002_IWL_SAD_XX.wav,0.72160864,0.8249257,0.5116741,0.49281093,0.52486914,0.710419,0.2232576406740931,0.044333532,0.3839227203223221,5
1002_IWW_ANG_XX.wav,0.7875854,0.6706026,0.58821774,0.35371894,0.5980662,0.7108475,0.3948425449871465,0.10222787,0.3035605931894856,0
1002_IWW_DIS_XX.wav,0.76761,0.68688756,0.4937122,0.41896927,0.60780954,0.7134642,0.4333873690672601,0.06831843,0.4910681779568456,1
1002_IWW_FEA_XX.wav,0.75917363,0.7423546,0.40217853,0.57698125,0.557621,0.7103786,0.3908620924994881,0.06170144,0.3571393898206353,2
1002_IWW_HAP_XX.wav,0.7883276,0.80860585,0.3311143,0.47508225,0.5212753,0.70947015,0.3154701126780866,0.0932926,0.3214242372757942,3
1002_IWW_NEU_XX.wav,0.72538376,0.7952753,0.5828593,0.49697623,0.56740266,0.70978475,0.2571214771969913,0.04518268,0.3303560593189485,4
1002_IWW_SAD_XX.wav,0.7078637,0.8567343,0.46663213,0.6416078,0.5184909,0.7148586,0.2790731774278083,0.032302096,0.2946287711463313,5
1002_MTI_ANG_XX.wav,0.7631062,0.7457835,0.6004623,0.4960491,0.48189092,0.7119397,0.3076922029541196,0.07874295,0.3928545423654764,0
1002_MTI_DIS_XX.wav,0.7746861,0.68802744,0.58385926,0.49061522,0.4694264,0.7101043,0.3817777495783734,0.086373,0.6339166525084341,1
1002_MTI_FEA_XX.wav,0.74281406,0.7515307,0.64580417,0.46692038,0.55568975,0.7108634,0.2904922271926806,0.06233159,0.4464212033688502,2
1002_MTI_HAP_XX.wav,0.7833026,0.71836984,0.6207813,0.41880414,0.49770796,0.71127963,0.2907273387727729,0.115451634,0.3749908982791679,3
1002_MTI_NEU_XX.wav,0.7123178,0.82196724,0.59435284,0.5524437,0.53647184,0.709305,0.2183185276556928,0.039273206,0.4285575592825415,4
1002_MTI_SAD_XX.wav,0.7127714,0.81805325,0.63966674,0.48127198,0.59563637,0.71202195,0.2135104255926878,0.040097006,0.3839227203223221,5
1002_TAI_ANG_XX.wav,0.786363,0.661401,0.62156767,0.3952608,0.43809626,0.716222,0.388341426259164,0.12497264,0.3303560593189485,0
1002_TAI_DIS_XX.wav,0.76463246,0.68442297,0.6510135,0.46820945,0.5486589,0.71329176,0.3364605454342237,0.075485304,0.5178515084585325,1
1002_TAI_FEA_XX.wav,0.7400385,0.745367,0.611002,0.54819006,0.51893353,0.7106626,0.2961238753213367,0.060475152,0.4017863644086308,2
1002_TAI_HAP_XX.wav,0.7926403,0.72453886,0.49321204,0.50096333,0.32776022,0.7098614,0.3724702033185323,0.11930793,0.3392878813621028,3
1002_TAI_NEU_XX.wav,0.7255658,0.7953848,0.57512075,0.6128346,0.45871335,0.7123177,0.2879642470572318,0.046930682,0.3660590762360137,4
1002_TAI_SAD_XX.wav,0.73643124,0.79687864,0.39246118,0.65601975,0.4172988,0.71044326,0.3537368787489288,0.0400301,0.4017863644086308,5
1002_TIE_ANG_XX.wav,0.89140356,0.49463972,0.0972116,0.43825343,0.4031882,0.7160388,0.6482151203552232,0.32517755,0.3392878813621028,0
1002_TIE_DIS_XX.wav,0.74148715,0.7842533,0.4346807,0.59289074,0.51362574,0.7089929,0.4240975792630677,0.0441675,0.6249969660930559,1
1002_TIE_FEA_XX.wav,0.8532727,0.5898429,0.30586162,0.41480836,0.61676645,0.70927685,0.4864495123242098,0.20381667,0.4999878643722238,2
1002_TIE_HAP_XX.wav,0.86768377,0.64543706,0.2168665,0.5015608,0.44281143,0.710238,0.4685692480719793,0.24515557,0.3035605931894856,3
1002_TIE_SAD_XX.wav,0.80333877,0.71135455,0.31321758,0.5210221,0.589372,0.7125227,0.3834894336912142,0.114061534,0.4999878643722238,5
1002_TSI_ANG_XX.wav,0.7935738,0.61020255,0.48552203,0.515278,0.5219353,0.7075325,0.6450667156322684,0.09787908,0.3124924152326399,0
1002_TSI_DIS_XX.wav,0.8037598,0.5568323,0.52917355,0.51251817,0.5386015,0.7105346,0.774851381748072,0.0936547,0.4017863644086308,1
1002_TSI_FEA_XX.wav,0.7403909,0.7301616,0.48278993,0.6809301,0.4670183,0.7101557,0.5367310188602408,0.049773663,0.2857090847309531,2
1002_TSI_HAP_XX.wav,0.7966548,0.6406929,0.4168533,0.5776381,0.46831894,0.70767874,0.6321844326945548,0.10588893,0.2053590932258925,3
1002_TSI_NEU_XX.wav,0.72595274,0.72055197,0.53535277,0.6750267,0.4823526,0.711223,0.5103092944318266,0.04366206,0.2946287711463313,4
1002_TSI_SAD_XX.wav,0.7022326,0.80440146,0.43629754,0.77371484,0.37186047,0.71309805,0.5207061375321337,0.02786515,0.3035605931894856,5
1002_WSI_ANG_XX.wav,0.8682305,0.5433495,0.38567013,0.4428754,0.34164053,0.71024734,0.7177326705644151,0.24334419,0.3571393898206353,0
1002_WSI_DIS_XX.wav,0.85316306,0.49656937,0.36917895,0.4074807,0.5392045,0.7083579,0.706018917893066,0.17713708,0.5803499915050605,1
1002_WSI_FEA_XX.wav,0.76119435,0.680908,0.60326385,0.39900103,0.6330438,0.71098584,0.4848079120251356,0.06299366,0.3303560593189485,2
1002_WSI_HAP_XX.wav,0.7794777,0.7223776,0.4396912,0.548121,0.44603065,0.7117903,0.5284208976006854,0.082334876,0.4017863644086308,3
1002_WSI_NEU_XX.wav,0.736603,0.774523,0.5100815,0.56151146,0.46052882,0.70937145,0.4226312890194638,0.045253485,0.3124924152326399,4
1002_WSI_SAD_XX.wav,0.7142545,0.82471085,0.45669067,0.69827205,0.32746306,0.7094264,0.4431029693695263,0.033061113,0.3928545423654764,5
1003_DFA_ANG_XX.wav,0.8292419,0.4867439,0.44561678,0.40071058,0.56608605,0.7037893,0.5099626209738394,0.24885026,0.4999878643722238,0
1003_DFA_DIS_XX.wav,0.70348346,0.8680692,0.40717742,0.7002853,0.48380888,0.7093305,0.2716339974293059,0.02938695,0.5267833305016867,1
1003_DFA_FEA_XX.wav,0.7166064,0.7712385,0.5538274,0.61618835,0.61379117,0.712009,0.2371996830121576,0.047148254,0.4821363559136913,2
1003_DFA_HAP_XX.wav,0.74400485,0.74602544,0.5259578,0.5378475,0.68177044,0.71057075,0.2477688745464821,0.078560546,0.5357151525448411,3
1003_DFA_NEU_XX.wav,0.7407996,0.7645668,0.49178985,0.55903405,0.571738,0.7106239,0.3189129636430407,0.048743416,0.5267833305016867,4
1003_DFA_SAD_XX.wav,0.6993973,0.83181065,0.5179675,0.6559055,0.5561836,0.71074444,0.2284844081815133,0.031088468,0.5178515084585325,5
1003_IEO_ANG_HI.wav,0.85651195,0.4976205,0.26432234,0.19258358,0.45236367,0.7194341,0.4010847286875564,0.36678767,0.348207567777481,0
1003_IEO_ANG_LO.wav,0.7977452,0.685998,0.48492822,0.27233943,0.57773167,0.7073875,0.3156663031341694,0.16418332,0.2696293779277202,0
1003_IEO_ANG_MD.wav,0.8274219,0.6245795,0.45573506,0.26642033,0.5658995,0.70943505,0.3450476504782417,0.23249201,0.348207567777481,0
1003_IEO_DIS_HI.wav,0.74268377,0.7958652,0.49638182,0.45745486,0.5898807,0.7088774,0.2582503799748559,0.058336116,0.5089196864153782,1
1003_IEO_DIS_LO.wav,0.7202536,0.88254094,0.44493544,0.46823812,0.52756345,0.71205705,0.2356137162781077,0.034988306,0.1964272711827382,1
1003_IEO_DIS_MD.wav,0.73385644,0.84229934,0.43524557,0.46844992,0.489223,0.7085391,0.319221293916024,0.03464795,0.2142787796412708,1
1003_IEO_FEA_HI.wav,0.7145567,0.7806951,0.6434879,0.42989144,0.67332935,0.71203434,0.2189816302485004,0.042440906,0.4017863644086308,2
