,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,pitch,zcr,rmse,speaking_rate
1001_ITS_ANG_XX.wav,-326.0814,119.94652,-8.714012,50.3276,-8.826095,1.3058788e-06,0.10510803772522523,0.03671789,2.569251700680272
1001_ITS_DIS_XX.wav,-364.03003,130.06137,-17.345915,57.310337,-14.442383,3.5906632e-07,0.10415810032894737,0.018642643,2.2022222222222223
1001_ITS_FEA_XX.wav,-311.46094,115.976616,-9.680145,38.101795,-7.3356953,-1.3431236e-07,0.09618079144021739,0.05009659,2.1354648526077096
1001_ITS_HAP_XX.wav,-311.17358,118.67406,-13.311175,40.09825,-5.400383,1.1988676e-06,0.09478824013157895,0.042598113,2.2022222222222223
1001_ITS_NEU_XX.wav,-375.17438,129.51762,-13.891773,57.286922,-7.6488843,-1.5516848e-07,0.08756045386904762,0.018612571,2.43578231292517
1001_ITS_SAD_XX.wav,-415.7801,139.90897,-15.725523,58.97882,-9.958856,1.5157876e-07,0.08359799592391304,0.010209057,2.669342403628118
1001_IWL_ANG_XX.wav,-301.35962,133.97601,-19.868504,33.136692,-19.298532,5.799578e-08,0.06766794023722628,0.05474862,3.1698412698412697
1001_IWL_DIS_XX.wav,-383.83795,142.65434,-7.4764323,39.487747,-10.1422205,1.2674567e-06,0.051810599662162164,0.016625728,2.569251700680272
1001_IWL_FEA_XX.wav,-336.67526,125.20314,-7.0504174,28.087542,-7.855982,2.2802083e-06,0.0624194098907767,0.044125322,2.3690249433106576
1001_IWL_HAP_XX.wav,-322.79706,130.14105,-14.104224,27.854736,-7.625404,7.5132334e-07,0.059312757554945056,0.040471055,2.1021315192743764
1001_IWL_NEU_XX.wav,-361.94788,140.20224,-12.510378,37.142315,-10.607834,-4.26308e-07,0.05487407901422764,0.028023962,2.836190476190476
1001_IWL_SAD_XX.wav,-418.93063,153.59203,-9.834097,46.929886,-12.47824,7.236918e-07,0.04972926194105691,0.012361397,2.836190476190476
1001_IWW_ANG_XX.wav,-360.74692,122.15735,-2.7968194,35.335327,-3.8462412,1.1015833e-06,0.08443319917929293,0.024934638,2.2756009070294785
1001_IWW_DIS_XX.wav,-389.76797,139.99721,-10.512039,45.02919,-12.856545,5.2518004e-07,0.07544487847222223,0.015217076,2.06875283446712
1001_IWW_FEA_XX.wav,-356.62253,124.975876,-8.28508,42.766613,-6.2501645,-5.6870545e-07,0.08623046875,0.028020289,2.2022222222222223
1001_IWW_HAP_XX.wav,-354.53726,130.72525,-10.715292,38.30803,-7.625863,-1.0059816e-06,0.07941750919117647,0.024831088,1.9686621315192743
1001_IWW_NEU_XX.wav,-382.6066,139.88266,-5.814572,40.56475,-13.730928,1.0407604e-06,0.06717853156887756,0.016755085,2.2689795918367346
1001_IWW_SAD_XX.wav,-415.5427,142.20586,-8.118446,52.181545,-15.031628,1.0639116e-06,0.07732044566761363,0.010560146,2.035419501133787
1001_MTI_ANG_XX.wav,-332.45255,128.15576,-1.8476018,46.061943,-8.218089,4.831372e-07,0.0650390625,0.042644467,3.0030385487528344
1001_MTI_DIS_XX.wav,-375.05716,138.93465,2.4462702,45.954357,-7.3053946,5.6881607e-08,0.05373785063976378,0.024256904,2.936281179138322
1001_MTI_FEA_XX.wav,-320.53046,121.476166,1.4815406,35.62909,-2.7466428,-9.060746e-07,0.05765985285194175,0.05333775,2.3690249433106576
1001_MTI_HAP_XX.wav,-324.47995,128.79211,-4.0037694,39.86836,-9.809205,-9.533528e-07,0.06346234071601942,0.0509705,2.3690249433106576
1001_MTI_NEU_XX.wav,-363.84518,135.16164,-3.150682,46.6795,-7.767388,6.1343803e-07,0.05755859375,0.028005863,2.3023129251700682
1001_MTI_SAD_XX.wav,-396.98608,145.5266,-4.4900594,47.903374,-8.77253,1.6564578e-06,0.0564306640625,0.015987232,2.3023129251700682
1001_TAI_ANG_XX.wav,-322.8955,122.335945,-4.254794,47.408382,-11.337683,6.377355e-07,0.08815652073019802,0.044649456,2.3356916099773244
1001_TAI_DIS_XX.wav,-362.87296,128.92818,-0.07964519,47.085205,-9.786081,6.0987935e-07,0.0890327065677966,0.021117315,2.73609977324263
1001_TAI_FEA_XX.wav,-336.34256,119.181404,1.3855125,39.72187,-7.608975,1.9060237e-06,0.07926119290865384,0.04835415,2.4024036281179137
1001_TAI_HAP_XX.wav,-360.70624,125.97848,-1.7761356,47.253323,-10.824638,-9.008423e-08,0.07399269386574074,0.031128725,2.5025396825396826
1001_TAI_NEU_XX.wav,-382.61154,123.93188,6.485024,45.31301,-3.0234623,2.392621e-07,0.07454427083333333,0.017659852,2.569251700680272
1001_TAI_SAD_XX.wav,-425.70853,146.94751,-8.536552,59.774605,-13.339143,7.0676396e-07,0.06334339488636363,0.010628634,2.802857142857143
1001_TIE_ANG_XX.wav,-356.11948,133.9603,-24.764145,53.38747,-6.55962,7.7270397e-07,0.09025550956156717,0.021511216,3.1031292517006803
1001_TIE_DIS_XX.wav,-345.1605,140.10043,-25.75811,40.731922,-0.65928435,1.7116037e-07,0.08482216282894736,0.0270144,2.2022222222222223
1001_TIE_FEA_XX.wav,-346.9454,130.19724,-20.837862,41.933502,-0.4885667,6.0920365e-07,0.07866361952319588,0.026606798,2.2356009070294784
1001_TIE_HAP_XX.wav,-324.3638,121.24934,-12.143259,27.817991,8.940426,3.663475e-07,0.07921875,0.039954267,2.3023129251700682
1001_TIE_NEU_XX.wav,-391.20657,134.24873,-9.691096,42.72543,3.5848453,3.7980294e-07,0.06277077414772728,0.015826138,2.5359183673469388
1001_TIE_SAD_XX.wav,-419.98523,138.09691,-15.8591385,54.657047,-2.8050077,7.6833385e-07,0.06911229723282443,0.008977557,3.0364172335600905
1001_TSI_ANG_XX.wav,-308.40585,100.51749,-12.666582,52.07673,-13.282567,5.1157745e-06,0.1543511284722222,0.04271178,2.5025396825396826
1001_TSI_DIS_XX.wav,-353.343,103.816086,-5.34495,50.326817,-13.184904,-1.9065191e-06,0.1559019697473404,0.020133363,2.168843537414966
1001_TSI_FEA_XX.wav,-315.82236,92.92297,-1.7167823,33.57876,-5.5923095,5.9133813e-06,0.1287037919207317,0.05225316,1.901904761904762
1001_TSI_HAP_XX.wav,-333.81598,104.19286,-5.3532023,37.191517,0.45331404,-1.1093957e-06,0.10756212599734043,0.03821168,2.168843537414966
1001_TSI_NEU_XX.wav,-381.89764,114.65986,-1.7462696,50.184467,-7.053434,8.826897e-07,0.10568266369047619,0.01772263,2.43578231292517
1001_TSI_SAD_XX.wav,-412.85754,125.497345,-3.310116,55.067722,-9.860295,-9.982726e-08,0.09622757523148148,0.011683413,2.5025396825396826
1001_WSI_ANG_XX.wav,-307.74677,119.00365,-15.144638,44.954258,-17.86664,5.18444e-07,0.11969097590042373,0.03963628,2.73609977324263
1001_WSI_DIS_XX.wav,-380.77258,129.10876,-10.330915,47.94148,-12.697743,2.0321793e-06,0.09454823369565217,0.01604507,2.669342403628118
1001_WSI_FEA_XX.wav,-312.94098,109.338066,-4.3979235,30.302101,-7.521649,-3.9218997e-07,0.09750154702970297,0.053441294,2.3356916099773244
1001_WSI_HAP_XX.wav,-319.45636,115.040535,-8.111785,34.163445,-7.9483223,5.6527256e-07,0.10111860795454546,0.047517728,2.2756009070294785
1001_WSI_NEU_XX.wav,-377.45874,131.38087,-9.081849,48.7357,-13.207953,-2.1190703e-08,0.08342988612288135,0.020185364,2.73609977324263
1001_WSI_SAD_XX.wav,-394.88385,134.16739,-7.1745725,46.037403,-8.434868,-2.6292034e-07,0.08253886912128713,0.012702678,2.3356916099773244
1002_DFA_ANG_XX.wav,-317.12207,88.951324,-26.646633,40.787018,-15.638789,2.10491e-06,0.13699588260135134,0.067281224,2.569251700680272
1002_DFA_DIS_XX.wav,-394.4229,127.11702,-21.169794,53.777405,-15.580837,1.8545616e-06,0.10249467329545454,0.011795421,2.5359183673469388
1002_DFA_FEA_XX.wav,-401.54312,122.561325,-10.176123,50.135105,-7.6299214,3.9600346e-07,0.06670004634533898,0.015299373,2.73609977324263
1002_DFA_HAP_XX.wav,-376.93573,113.08993,-11.485392,43.861134,-1.4473109,9.425255e-07,0.07752364309210526,0.020861827,2.2022222222222223
1002_DFA_NEU_XX.wav,-431.06238,132.4982,-4.5244412,51.348557,-7.444857,7.6739167e-07,0.05649142795138889,0.008915551,2.5025396825396826
1002_DFA_SAD_XX.wav,-442.12405,138.67833,-17.22422,63.24475,-8.782715,1.4542761e-06,0.06435357251213593,0.0068364018,2.3690249433106576
1002_IEO_ANG_HI.wav,-377.75174,117.411354,-5.309017,33.782425,-8.344131,7.254842e-07,0.07928363347457627,0.024040285,2.73609977324263
1002_IEO_ANG_LO.wav,-353.7064,102.90854,-4.306862,19.329935,-4.654728,4.0535798e-07,0.09124286358173077,0.040041223,2.4024036281179137
1002_IEO_ANG_MD.wav,-351.9495,105.97448,-5.6050124,25.528759,-4.9271364,3.1084508e-07,0.08370361328125,0.03611344,2.769478458049887
1002_IEO_DIS_HI.wav,-455.6164,140.60583,0.5603086,45.30857,-6.896884,6.243329e-07,0.04844501201923077,0.0068123057,3.0030385487528344
1002_IEO_DIS_LO.wav,-406.25378,120.88243,-3.1095145,37.065746,-3.02323,1.2446236e-06,0.07612462197580645,0.014417462,2.8695691609977323
1002_IEO_DIS_MD.wav,-369.2045,115.26746,-11.803409,34.695057,-5.5831394,1.0065817e-06,0.08166395879424779,0.02912437,2.6026303854875286
1002_IEO_FEA_HI.wav,-371.87564,104.40413,-7.2639275,32.75971,5.82897,1.5344882e-06,0.08750849184782608,0.025328085,3.2032199546485263
1002_IEO_FEA_LO.wav,-417.52194,123.95585,-3.1747952,36.285084,-0.47798458,1.1666084e-06,0.0639043487278761,0.011552327,2.6026303854875286
1002_IEO_FEA_MD.wav,-417.95465,129.39845,-6.697581,39.020416,-5.1841745,1.5737039e-06,0.06749325706845238,0.010172769,1.9352834467120181
1002_IEO_HAP_HI.wav,-342.61472,115.2525,-27.52008,39.967316,-8.306823,9.1622246e-07,0.09615071614583333,0.029793516,2.5025396825396826
1002_IEO_HAP_LO.wav,-425.67276,128.20491,-1.6339458,42.97141,-4.427311,5.394313e-07,0.05967352642276423,0.01056045,2.836190476190476
1002_IEO_HAP_MD.wav,-404.81662,133.66483,-10.432146,41.376637,-10.88844,6.177039e-07,0.06909677933673469,0.013693695,2.2689795918367346
1002_IEO_NEU_XX.wav,-445.3801,133.553,3.3257065,43.50514,-8.694987,1.800146e-06,0.055866413288288286,0.007993897,2.569251700680272
1002_IEO_SAD_HI.wav,-477.2105,154.89355,-11.808619,60.80968,-19.434675,1.4002245e-06,0.043734275688559324,0.0051886532,2.73609977324263
1002_IEO_SAD_LO.wav,-475.33115,149.97801,-9.089173,58.01188,-18.028511,3.495021e-07,0.047572544642857144,0.0051745856,2.2689795918367346
1002_IEO_SAD_MD.wav,-470.9773,150.16524,-8.066888,56.62604,-16.402405,9.06162e-07,0.046263463288834954,0.0054928986,2.3690702947845805
1002_IOM_ANG_XX.wav,-318.27377,100.82398,-19.73717,39.665035,-14.944509,2.8575555e-06,0.09914094258130081,0.06337036,2.836190476190476
1002_IOM_DIS_XX.wav,-421.58237,126.59412,-4.803831,42.64752,2.2234666,1.1798546e-06,0.05150960286458333,0.012528789,2.769478458049887
1002_IOM_FEA_XX.wav,-416.9446,123.63259,9.992548,36.320744,-0.4998229,6.4067834e-08,0.037256291482300884,0.018497454,2.6026303854875286
1002_IOM_HAP_XX.wav,-374.7212,118.44503,-12.526997,38.934437,2.508996,-3.2820674e-07,0.0593527614480198,0.023639563,2.3356916099773244
1002_IOM_NEU_XX.wav,-436.78723,136.75781,-2.5639899,48.169277,-3.0845451,2.4540725e-07,0.04116065903465346,0.011758863,2.3356916099773244
1002_IOM_SAD_XX.wav,-434.64487,139.97171,-2.605685,44.94622,-3.40661,7.8510465e-07,0.04284561820652174,0.0115044555,2.669342403628118
1002_ITH_ANG_XX.wav,-361.10165,117.0537,-16.725922,37.434013,-7.67738,-3.1364245e-08,0.09381920521653543,0.021521695,2.936281179138322
1002_ITH_DIS_XX.wav,-384.48837,126.424576,-20.617804,45.493347,-11.908724,-3.2365864e-07,0.0972900390625,0.01246377,3.803854875283447
1002_ITH_FEA_XX.wav,-425.87515,133.14378,-8.85157,49.472897,-7.5002594,6.559777e-07,0.06085730546357616,0.009236978,3.5035374149659866
1002_ITH_HAP_XX.wav,-376.61008,121.14338,-14.30866,38.43111,-3.523677,1.3380856e-06,0.07065022786458333,0.018410921,2.769478458049887
1002_ITH_NEU_XX.wav,-420.65988,135.46568,-14.038772,53.325336,-13.883451,1.8864201e-06,0.06253616898148148,0.009171602,2.5025396825396826
1002_ITH_SAD_XX.wav,-429.61584,135.0602,-11.374742,52.848923,-8.807941,7.685487e-07,0.06831385725635593,0.0071654194,2.73609977324263
1002_ITS_ANG_XX.wav,-410.92722,126.64026,-7.364723,48.536655,-8.4453745,7.101374e-07,0.08923861511752136,0.012333814,2.702721088435374
1002_ITS_DIS_XX.wav,-419.6236,129.04483,-10.881763,51.91668,-10.547218,9.5114547e-07,0.09927194486788618,0.009423712,2.836190476190476
1002_ITS_FEA_XX.wav,-412.1536,122.4244,-1.5617217,46.499344,-5.0071945,6.471612e-08,0.08517997955607477,0.011956351,2.4691609977324265
1002_ITS_HAP_XX.wav,-376.48795,123.69281,-9.810919,45.895756,-17.367142,-1.3284433e-07,0.11453218005952381,0.017144114,2.43578231292517
1002_ITS_NEU_XX.wav,-421.20172,124.8511,-0.028300483,48.454407,-6.5591617,-1.6022179e-06,0.08122872834158416,0.01014654,2.3356916099773244
1002_ITS_SAD_XX.wav,-461.7012,135.12889,3.7196846,53.0673,-9.459347,-9.483314e-07,0.06288120202850878,0.006302025,2.635963718820862
1002_IWL_ANG_XX.wav,-364.89313,134.06412,-17.787811,37.108692,-21.572685,8.023455e-07,0.06905506775442478,0.024168115,2.6026303854875286
1002_IWL_DIS_XX.wav,-378.74307,111.74897,5.468207,26.100637,1.6667745,-3.0102637e-08,0.05353967467350746,0.02389688,3.1031292517006803
1002_IWL_FEA_XX.wav,-432.45074,136.16777,2.3038514,40.248722,-5.0445604,5.6855333e-07,0.04295131138392857,0.01245295,3.2365986394557824
1002_IWL_HAP_XX.wav,-396.35983,132.94394,-6.1280484,35.19212,-10.892127,7.545315e-07,0.060641381048387094,0.015649946,2.8695238095238094
1002_IWL_NEU_XX.wav,-433.34128,140.35094,-4.656615,44.448616,-14.000686,5.486937e-07,0.04546155427631579,0.010930467,2.635963718820862
1002_IWL_SAD_XX.wav,-432.25647,137.90146,-5.628536,41.04943,-11.135098,4.215342e-07,0.052191840277777776,0.009887405,2.702721088435374
1002_IWW_ANG_XX.wav,-368.33643,112.10352,1.3592982,29.463552,-6.537773,6.175969e-07,0.09230393629807693,0.022799183,2.4024036281179137
1002_IWW_DIS_XX.wav,-387.6891,114.82585,-7.268319,34.898678,-5.925815,1.8149342e-06,0.10131471548507463,0.015236593,3.1031292517006803
1002_IWW_FEA_XX.wav,-395.8625,124.098175,-15.624623,48.060524,-9.078034,4.0304894e-07,0.09137340984513274,0.013760851,2.6026303854875286
1002_IWW_HAP_XX.wav,-367.61737,135.1733,-22.112232,39.572693,-11.360824,-1.2626233e-08,0.0737487222546729,0.020806411,2.4691609977324265
1002_IWW_NEU_XX.wav,-428.59906,132.94484,0.8701123,41.396385,-8.463675,1.3130999e-07,0.060108326099537035,0.0100767845,2.5025396825396826
1002_IWW_SAD_XX.wav,-445.57297,143.21884,-9.740516,53.44369,-11.535703,2.452997e-06,0.06524006371359223,0.0072041163,2.3690249433106576
1002_MTI_ANG_XX.wav,-392.05246,124.67139,2.4771352,41.31916,-13.834457,1.1173657e-06,0.07193044888771187,0.017561503,2.73609977324263
1002_MTI_DIS_XX.wav,-380.83362,115.016396,0.9614017,40.866535,-14.617323,2.775428e-07,0.08924972631369427,0.01926318,3.6369614512471657
1002_MTI_FEA_XX.wav,-411.7121,125.63213,6.616489,38.892838,-9.199332,6.2489653e-07,0.06790954109251969,0.013901389,2.936281179138322
1002_MTI_HAP_XX.wav,-372.4857,120.088684,4.3320947,34.884922,-12.841026,8.153353e-07,0.06796450407608695,0.025748389,2.669342403628118
1002_MTI_NEU_XX.wav,-441.25772,137.40689,1.919383,46.01663,-10.406364,-8.818964e-08,0.05103720388104839,0.008758835,2.8695238095238094
1002_MTI_SAD_XX.wav,-440.81824,136.7526,6.0561867,40.088276,-6.690383,1.1549995e-06,0.04991319444444445,0.008942561,2.702721088435374
1002_TAI_ANG_XX.wav,-369.5207,110.5653,4.4038844,32.923847,-16.585093,3.076846e-06,0.09078414351851852,0.027871795,2.5025396825396826
1002_TAI_DIS_XX.wav,-390.57382,114.41385,7.0920606,39.000214,-9.640923,1.7360521e-06,0.07865574048913043,0.016834972,3.2032199546485263
1002_TAI_FEA_XX.wav,-414.4011,124.60175,3.4393265,45.66232,-11.507899,5.330053e-07,0.06922607421875,0.01348736,2.769478458049887
1002_TAI_HAP_XX.wav,-363.4391,121.11995,-7.3139772,41.728497,-23.515028,1.6640116e-07,0.08707386363636363,0.026608432,2.5359183673469388
1002_TAI_NEU_XX.wav,-428.42267,132.96315,0.16364542,51.04698,-15.290182,1.2903494e-06,0.06731856496710527,0.01046663,2.635963718820862
1002_TAI_SAD_XX.wav,-417.8959,133.21288,-16.511742,54.644154,-17.89133,4.3264433e-07,0.08269449869791666,0.00892764,2.769478458049887
1002_TIE_ANG_XX.wav,-267.7545,82.688095,-43.465714,36.504982,-18.777582,2.993027e-06,0.15153586647727274,0.072522126,2.5359183673469388
1002_TIE_DIS_XX.wav,-412.99765,131.10231,-12.65743,49.38573,-11.8412695,-2.3099481e-07,0.09914300380608974,0.009850376,3.603628117913832
1002_TIE_FEA_XX.wav,-304.6968,98.60306,-24.417603,34.55209,-5.3632555,-1.0107835e-07,0.11371926700367647,0.04545584,3.1364625850340135
1002_TIE_HAP_XX.wav,-290.7349,107.89664,-32.54216,41.778267,-16.288944,3.3870472e-07,0.10953932542067307,0.054675374,2.4024036281179137
1002_TIE_SAD_XX.wav,-353.07413,118.915955,-23.746061,43.399323,-7.0838337,1.3841253e-06,0.08964987362132353,0.025438365,3.1364625850340135
1002_TSI_ANG_XX.wav,-362.53467,102.006546,-8.016014,42.920856,-11.319368,-8.9924146e-07,0.1507998511904762,0.021829303,2.43578231292517
1002_TSI_DIS_XX.wav,-352.6662,93.084724,-4.0309734,42.690975,-10.272603,4.7443282e-07,0.18114013671875,0.020887168,2.769478458049887
1002_TSI_FEA_XX.wav,-414.05975,122.0599,-8.265432,56.719097,-14.76857,3.0107293e-07,0.12547377784653466,0.011100681,2.3356916099773244
1002_TSI_HAP_XX.wav,-359.54968,107.10356,-14.284931,48.115234,-14.686881,-8.323217e-07,0.14778830788352273,0.023615686,2.035419501133787
1002_TSI_NEU_XX.wav,-428.04776,120.45347,-3.4668605,56.227367,-13.805458,7.8943947e-07,0.1192970646237864,0.009737651,2.3690249433106576
1002_TSI_SAD_XX.wav,-451.02853,134.47044,-12.509825,64.44775,-20.7452,1.647401e-06,0.12172757662259616,0.006214574,2.4024036281179137
1002_WSI_ANG_XX.wav,-290.2052,90.83083,-17.131712,36.889973,-22.64324,3.4299126e-07,0.1677872649336283,0.054271393,2.6026303854875286
1002_WSI_DIS_XX.wav,-304.80295,83.01067,-18.637226,33.94172,-10.234731,-5.215699e-07,0.1650488936661074,0.03950567,3.436780045351474
1002_WSI_FEA_XX.wav,-393.90475,113.826256,2.7328913,33.235394,-4.3409123,6.809243e-07,0.11333550347222222,0.014049047,2.5025396825396826
1002_WSI_HAP_XX.wav,-376.19135,120.75866,-12.20001,45.656567,-16.086752,1.049022e-06,0.12353108723958334,0.018362585,2.769478458049887
1002_WSI_NEU_XX.wav,-417.72955,129.47572,-5.7739263,46.771946,-15.176158,-5.780529e-08,0.09880022321428572,0.010092576,2.43578231292517
1002_WSI_SAD_XX.wav,-439.38138,137.86554,-10.648092,58.163624,-23.533693,-3.263678e-08,0.10358597060381355,0.0073733944,2.73609977324263
1003_DFA_ANG_XX.wav,-327.97845,81.368164,-11.659052,33.377792,-8.546365,-2.6120574e-06,0.1192160213694853,0.055499375,3.1364625850340135
1003_DFA_DIS_XX.wav,-449.81668,145.11368,-15.168263,58.33132,-13.713994,-7.654037e-08,0.0635009765625,0.0065539707,3.2365986394557824
1003_DFA_FEA_XX.wav,-437.10278,128.92665,-1.7802689,51.32634,-5.5501237,1.1490812e-06,0.05545112781954887,0.010515153,3.069750566893424
1003_DFA_HAP_XX.wav,-410.5584,124.71182,-4.3245425,44.800823,-1.2805128,4.9098566e-07,0.05792193040780142,0.017520823,3.2699773242630386
1003_DFA_NEU_XX.wav,-413.66376,127.811356,-7.443813,46.565586,-8.191382,5.153045e-07,0.07455357142857143,0.010870911,3.2365986394557824
1003_DFA_SAD_XX.wav,-453.77545,139.0524,-5.0539956,54.634636,-9.168316,5.704588e-07,0.05341372282608696,0.006933449,3.2032199546485263
1003_IEO_ANG_HI.wav,-301.5585,83.186386,-28.209814,16.04154,-15.6889925,4.54661e-06,0.09376319679054054,0.08180215,2.569251700680272
1003_IEO_ANG_LO.wav,-358.49332,114.67714,-8.070225,22.684925,-7.8149357,-9.65602e-07,0.07379458648989899,0.036616683,2.2756009070294785
1003_IEO_ANG_MD.wav,-329.7417,104.40991,-10.735332,22.191883,-8.558086,-2.8695757e-08,0.08066318271396396,0.051851105,2.569251700680272
1003_IEO_DIS_HI.wav,-411.83832,133.04346,-7.0246005,38.104393,-7.051883,-2.838644e-07,0.060372234260948905,0.013010305,3.1698412698412697
1003_IEO_DIS_LO.wav,-433.56927,147.5329,-11.721254,39.0026,-10.965877,1.1710662e-06,0.055080369971264365,0.007803203,2.0020408163265304
1003_IEO_DIS_MD.wav,-420.3905,140.80577,-12.605861,39.020245,-13.373947,-4.3864256e-07,0.07462565104166667,0.0077272956,2.06875283446712
1003_IEO_FEA_HI.wav,-439.0886,130.50749,6.4050303,35.808456,-1.8106768,1.1606717e-06,0.051192220052083334,0.009465305,2.769478458049887
1003_IEO_FEA_LO.wav,-441.80447,138.82558,-3.1867316,40.381325,-6.9070125,3.2580547e-07,0.05443676097972973,0.008410022,2.569251700680272
1003_IEO_FEA_MD.wav,-442.19623,148.59802,-12.37108,44.125565,-14.04252,-5.3764734e-07,0.055144133391203706,0.007457829,2.5025396825396826
